year,offence,age,gender,ethnicity,outcome,value,region
2012,11,16,M,P,A,6,MWT
2010,12,16,M,P,A,6,MWT
2010,4,16,M,P,A,6,MWT
2011,15,16,M,P,A,6,MWT
2009,11,16,M,P,A,6,MWT
2008,11,16,M,P,A,6,MWT
2005,10,16,M,P,A,6,MWT
2003,13,16,M,P,A,6,MWT
2003,11,16,M,P,A,6,MWT
2002,6,16,M,P,A,6,MWT
2002,4,16,M,P,A,6,MWT
2002,13,16,M,P,A,6,MWT
2001,4,16,M,P,A,6,MWT
2001,11,16,M,P,A,6,MWT
2000,11,16,M,P,A,6,MWT
2000,13,16,M,P,A,6,MWT
2010,14,16,M,P,A,6,MWT
1999,7,16,M,P,A,6,MWT
1999,6,16,M,P,A,6,MWT
1999,2,16,M,P,A,6,MWT
1997,2,16,M,P,A,6,MWT
1995,6,16,M,P,A,6,MWT
1994,7,16,M,P,A,6,MWT
1993,7,16,M,P,A,6,MWT
1992,2,16,M,P,A,6,MWT
2009,14,16,M,P,A,6,MWT
2002,15,16,M,P,A,6,MWT
2002,14,16,M,P,A,6,MWT
1999,12,16,M,P,A,6,MWT
1998,11,16,M,P,A,6,MWT
1997,11,16,M,P,A,6,MWT
1994,11,16,M,P,A,6,MWT
1995,12,16,M,P,A,6,MWT
1999,14,16,M,P,A,6,MWT
1998,15,16,M,P,A,6,MWT
1998,14,16,M,P,A,6,MWT
1997,14,16,M,P,A,6,MWT
1997,15,16,M,P,A,6,MWT
1996,14,16,M,P,A,6,MWT
1995,15,16,M,P,A,6,MWT
1995,13,16,M,P,A,6,MWT
1994,13,16,M,P,A,6,MWT
1992,12,16,M,P,A,6,MWT
2012,6,14,M,P,A,9,MWT
2011,8,14,M,P,A,9,MWT
2010,6,14,M,P,A,9,MWT
2010,8,14,M,P,A,9,MWT
2009,8,14,M,P,A,9,MWT
2008,7,14,M,P,A,9,MWT
2007,7,14,M,P,A,9,MWT
2008,12,14,M,P,A,9,MWT
2008,13,14,M,P,A,9,MWT
2005,6,14,M,P,A,9,MWT
2003,6,14,M,P,A,9,MWT
2005,12,14,M,P,A,9,MWT
2003,7,14,M,P,A,9,MWT
2002,8,14,M,P,A,9,MWT
2002,7,14,M,P,A,9,MWT
2001,8,14,M,P,A,9,MWT
2000,12,14,M,P,A,9,MWT
1998,12,14,M,P,A,9,MWT
1996,8,14,M,P,A,9,MWT
1992,7,14,M,P,A,9,MWT
1992,8,14,M,P,A,9,MWT
2012,2,15,M,P,A,9,MWT
2010,2,15,M,P,A,9,MWT
2001,2,15,M,P,A,9,MWT
2012,15,15,M,P,A,9,MWT
2011,13,15,M,P,A,9,MWT
2011,7,15,M,P,A,9,MWT
2011,6,15,M,P,A,9,MWT
2009,13,15,M,P,A,9,MWT
1999,2,15,M,P,A,9,MWT
1997,2,15,M,P,A,9,MWT
1996,2,15,M,P,A,9,MWT
2008,6,15,M,P,A,9,MWT
2008,12,15,M,P,A,9,MWT
2007,13,15,M,P,A,9,MWT
2007,7,15,M,P,A,9,MWT
2006,11,15,M,P,A,9,MWT
2006,15,15,M,P,A,9,MWT
2005,14,15,M,P,A,9,MWT
2004,13,15,M,P,A,9,MWT
2004,15,15,M,P,A,9,MWT
2003,13,15,M,P,A,9,MWT
2002,6,15,M,P,A,9,MWT
2002,11,15,M,P,A,9,MWT
2002,13,15,M,P,A,9,MWT
2001,13,15,M,P,A,9,MWT
2001,7,15,M,P,A,9,MWT
2000,6,15,M,P,A,9,MWT
2000,13,15,M,P,A,9,MWT
2000,12,15,M,P,A,9,MWT
1999,12,15,M,P,A,9,MWT
1998,6,15,M,P,A,9,MWT
1998,13,15,M,P,A,9,MWT
1998,12,15,M,P,A,9,MWT
1993,2,15,M,P,A,9,MWT
2001,15,15,M,P,A,9,MWT
1994,6,15,M,P,A,9,MWT
1993,7,15,M,P,A,9,MWT
1992,8,15,M,P,A,9,MWT
1992,7,15,M,P,A,9,MWT
1995,12,15,M,P,A,9,MWT
2012,6,16,M,P,A,9,MWT
2012,14,16,M,P,A,9,MWT
2011,14,16,M,P,A,9,MWT
2010,6,16,M,P,A,9,MWT
2008,2,16,M,P,A,9,MWT
2006,11,16,M,P,A,9,MWT
2006,7,16,M,P,A,9,MWT
2006,4,16,M,P,A,9,MWT
2005,4,16,M,P,A,9,MWT
2004,6,16,M,P,A,9,MWT
2004,4,16,M,P,A,9,MWT
2003,6,16,M,P,A,9,MWT
2002,12,16,M,P,A,9,MWT
2001,6,16,M,P,A,9,MWT
2000,6,16,M,P,A,9,MWT
2000,2,16,M,P,A,9,MWT
1996,2,16,M,P,A,9,MWT
1994,8,16,M,P,A,9,MWT
1993,8,16,M,P,A,9,MWT
1992,7,16,M,P,A,9,MWT
2009,13,16,M,P,A,9,MWT
2007,13,16,M,P,A,9,MWT
2007,15,16,M,P,A,9,MWT
2001,15,16,M,P,A,9,MWT
1996,12,16,M,P,A,9,MWT
1999,13,16,M,P,A,9,MWT
1999,15,16,M,P,A,9,MWT
1998,13,16,M,P,A,9,MWT
1996,13,16,M,P,A,9,MWT
2011,7,14,M,P,A,12,MWT
2008,8,14,M,P,A,12,MWT
2007,8,14,M,P,A,12,MWT
2006,6,14,M,P,A,12,MWT
2004,6,14,M,P,A,12,MWT
2005,7,14,M,P,A,12,MWT
2004,7,14,M,P,A,12,MWT
2003,8,14,M,P,A,12,MWT
2003,12,14,M,P,A,12,MWT
2000,8,14,M,P,A,12,MWT
1999,8,14,M,P,A,12,MWT
1998,6,14,M,P,A,12,MWT
1998,8,14,M,P,A,12,MWT
1997,7,14,M,P,A,12,MWT
1993,8,14,M,P,A,12,MWT
2008,2,15,M,P,A,12,MWT
2006,2,15,M,P,A,12,MWT
2005,2,15,M,P,A,12,MWT
2003,2,15,M,P,A,12,MWT
2012,13,15,M,P,A,12,MWT
2011,8,15,M,P,A,12,MWT
2009,12,15,M,P,A,12,MWT
1998,2,15,M,P,A,12,MWT
2007,6,15,M,P,A,12,MWT
2006,6,15,M,P,A,12,MWT
2005,15,15,M,P,A,12,MWT
2003,7,15,M,P,A,12,MWT
2002,7,15,M,P,A,12,MWT
2001,6,15,M,P,A,12,MWT
1999,7,15,M,P,A,12,MWT
1997,12,15,M,P,A,12,MWT
1997,6,15,M,P,A,12,MWT
1996,8,15,M,P,A,12,MWT
2012,2,16,M,P,A,12,MWT
2012,13,16,M,P,A,12,MWT
2011,12,16,M,P,A,12,MWT
2010,2,16,M,P,A,12,MWT
2012,15,16,M,P,A,12,MWT
2008,7,16,M,P,A,12,MWT
2008,6,16,M,P,A,12,MWT
2007,4,16,M,P,A,12,MWT
2007,6,16,M,P,A,12,MWT
2007,7,16,M,P,A,12,MWT
2007,12,16,M,P,A,12,MWT
2006,2,16,M,P,A,12,MWT
2003,12,16,M,P,A,12,MWT
2002,7,16,M,P,A,12,MWT
2001,2,16,M,P,A,12,MWT
2001,7,16,M,P,A,12,MWT
2001,12,16,M,P,A,12,MWT
2000,12,16,M,P,A,12,MWT
1998,2,16,M,P,A,12,MWT
1997,7,16,M,P,A,12,MWT
1997,6,16,M,P,A,12,MWT
1995,2,16,M,P,A,12,MWT
1994,2,16,M,P,A,12,MWT
1992,8,16,M,P,A,12,MWT
2008,15,16,M,P,A,12,MWT
2006,14,16,M,P,A,12,MWT
2005,14,16,M,P,A,12,MWT
2003,14,16,M,P,A,12,MWT
2003,15,16,M,P,A,12,MWT
1998,12,16,M,P,A,12,MWT
2006,8,14,M,P,A,15,MWT
2005,8,14,M,P,A,15,MWT
2004,8,14,M,P,A,15,MWT
1997,8,14,M,P,A,15,MWT
1993,7,14,M,P,A,15,MWT
2004,2,15,M,P,A,15,MWT
2012,6,15,M,P,A,15,MWT
2012,12,15,M,P,A,15,MWT
2010,7,15,M,P,A,15,MWT
2010,8,15,M,P,A,15,MWT
2009,6,15,M,P,A,15,MWT
2006,7,15,M,P,A,15,MWT
2006,12,15,M,P,A,15,MWT
2006,13,15,M,P,A,15,MWT
2005,13,15,M,P,A,15,MWT
2005,7,15,M,P,A,15,MWT
2004,6,15,M,P,A,15,MWT
2000,7,15,M,P,A,15,MWT
2000,8,15,M,P,A,15,MWT
1999,13,15,M,P,A,15,MWT
1998,7,15,M,P,A,15,MWT
1995,7,15,M,P,A,15,MWT
1995,8,15,M,P,A,15,MWT
1993,8,15,M,P,A,15,MWT
2011,6,16,M,P,A,15,MWT
2010,8,16,M,P,A,15,MWT
2009,2,16,M,P,A,15,MWT
2006,12,16,M,P,A,15,MWT
2005,2,16,M,P,A,15,MWT
2004,13,16,M,P,A,15,MWT
2003,2,16,M,P,A,15,MWT
2003,7,16,M,P,A,15,MWT
2002,2,16,M,P,A,15,MWT
2001,13,16,M,P,A,15,MWT
2000,8,16,M,P,A,15,MWT
2000,7,16,M,P,A,15,MWT
2010,13,16,M,P,A,15,MWT
1998,7,16,M,P,A,15,MWT
1996,7,16,M,P,A,15,MWT
2008,13,16,M,P,A,15,MWT
2007,14,16,M,P,A,15,MWT
2006,15,16,M,P,A,15,MWT
2005,15,16,M,P,A,15,MWT
2004,14,16,M,P,A,15,MWT
2007,2,15,M,P,A,18,MWT
2008,7,15,M,P,A,18,MWT
2005,12,15,M,P,A,18,MWT
2005,6,15,M,P,A,18,MWT
2004,7,15,M,P,A,18,MWT
2004,12,15,M,P,A,18,MWT
2003,12,15,M,P,A,18,MWT
2002,8,15,M,P,A,18,MWT
2001,8,15,M,P,A,18,MWT
1998,8,15,M,P,A,18,MWT
1997,8,15,M,P,A,18,MWT
1997,7,15,M,P,A,18,MWT
1996,7,15,M,P,A,18,MWT
1994,8,15,M,P,A,18,MWT
1994,7,15,M,P,A,18,MWT
2011,2,16,M,P,A,18,MWT
2012,7,16,M,P,A,18,MWT
2011,7,16,M,P,A,18,MWT
2010,7,16,M,P,A,18,MWT
2009,6,16,M,P,A,18,MWT
2009,12,16,M,P,A,18,MWT
2008,12,16,M,P,A,18,MWT
2006,6,16,M,P,A,18,MWT
2005,6,16,M,P,A,18,MWT
2005,7,16,M,P,A,18,MWT
2001,8,16,M,P,A,18,MWT
1999,8,16,M,P,A,18,MWT
1995,8,16,M,P,A,18,MWT
1995,7,16,M,P,A,18,MWT
2005,13,16,M,P,A,18,MWT
2004,15,16,M,P,A,18,MWT
2012,7,15,M,P,A,21,MWT
2012,8,15,M,P,A,21,MWT
2009,7,15,M,P,A,21,MWT
1999,8,15,M,P,A,21,MWT
2012,12,16,M,P,A,21,MWT
2011,13,16,M,P,A,21,MWT
2009,7,16,M,P,A,21,MWT
2008,8,16,M,P,A,21,MWT
2005,12,16,M,P,A,21,MWT
2004,12,16,M,P,A,21,MWT
2004,7,16,M,P,A,21,MWT
2002,8,16,M,P,A,21,MWT
1998,6,16,M,P,A,21,MWT
1998,8,16,M,P,A,21,MWT
1997,8,16,M,P,A,21,MWT
1996,8,16,M,P,A,21,MWT
2009,8,15,M,P,A,24,MWT
2008,8,15,M,P,A,24,MWT
2007,8,15,M,P,A,24,MWT
2011,8,16,M,P,A,24,MWT
2009,8,16,M,P,A,24,MWT
2004,2,16,M,P,A,24,MWT
2006,13,16,M,P,A,24,MWT
2006,8,15,M,P,A,27,MWT
2005,8,15,M,P,A,27,MWT
2003,8,15,M,P,A,27,MWT
2006,8,16,M,P,A,27,MWT
2005,8,16,M,P,A,27,MWT
2004,8,15,M,P,A,30,MWT
2007,2,16,M,P,A,30,MWT
2003,8,16,M,P,A,30,MWT
2012,8,16,M,P,A,33,MWT
2007,8,16,M,P,A,33,MWT
2004,8,16,M,P,A,33,MWT
2007,6,14,F,P,B,3,MWT
2007,11,14,M,P,B,3,MWT
2007,11,14,F,P,B,3,MWT
2008,9,14,F,P,B,3,MWT
2008,7,14,F,P,B,3,MWT
2008,6,14,M,P,B,3,MWT
2008,5,14,M,P,B,3,MWT
2008,4,14,F,P,B,3,MWT
2008,4,14,M,P,B,3,MWT
2009,2,14,M,P,B,3,MWT
2009,6,14,M,P,B,3,MWT
2010,10,14,M,P,B,3,MWT
2010,6,14,M,P,B,3,MWT
2010,5,14,M,P,B,3,MWT
2010,4,14,M,P,B,3,MWT
2011,3,14,M,P,B,3,MWT
2011,9,14,M,P,B,3,MWT
2012,6,14,M,P,B,3,MWT
2012,5,14,M,P,B,3,MWT
2012,3,14,M,P,B,3,MWT
2009,6,14,F,P,B,3,MWT
2009,7,14,F,P,B,3,MWT
2010,7,14,F,P,B,3,MWT
2010,4,14,F,P,B,3,MWT
2010,2,14,F,P,B,3,MWT
2011,11,14,M,P,B,3,MWT
2010,11,14,M,P,B,3,MWT
2011,2,14,F,P,B,3,MWT
2011,5,14,F,P,B,3,MWT
2011,6,14,F,P,B,3,MWT
2012,7,14,F,P,B,3,MWT
2012,12,14,M,P,B,3,MWT
2012,11,14,M,P,B,3,MWT
2006,11,14,M,P,B,3,MWT
2006,7,14,F,P,B,3,MWT
2006,6,14,M,P,B,3,MWT
2006,4,14,F,P,B,3,MWT
2006,5,14,M,P,B,3,MWT
2006,4,14,M,P,B,3,MWT
2006,2,14,F,P,B,3,MWT
2006,3,14,F,P,B,3,MWT
2007,3,14,M,P,B,3,MWT
2007,2,14,F,P,B,3,MWT
2007,4,14,M,P,B,3,MWT
2007,4,14,F,P,B,3,MWT
2007,6,14,M,P,B,3,MWT
2011,8,14,F,P,B,3,MWT
2011,11,14,F,P,B,3,MWT
2011,12,14,F,P,B,3,MWT
2012,15,14,M,P,B,3,MWT
2012,12,14,F,P,B,3,MWT
2012,8,14,F,P,B,3,MWT
2001,5,14,M,P,B,3,MWT
2001,2,14,M,P,B,3,MWT
2002,3,14,M,P,B,3,MWT
2002,2,14,M,P,B,3,MWT
2003,4,14,M,P,B,3,MWT
2003,6,14,M,P,B,3,MWT
2004,6,14,M,P,B,3,MWT
2004,2,14,M,P,B,3,MWT
2005,4,14,M,P,B,3,MWT
2007,13,14,M,P,B,3,MWT
2008,11,14,M,P,B,3,MWT
2009,11,14,M,P,B,3,MWT
2009,2,14,F,P,B,3,MWT
2011,15,14,F,P,B,3,MWT
2000,12,14,M,P,B,3,MWT
2000,7,14,F,P,B,3,MWT
2000,6,14,M,P,B,3,MWT
2000,2,14,F,P,B,3,MWT
2000,5,14,M,P,B,3,MWT
2001,2,14,F,P,B,3,MWT
2001,10,14,M,P,B,3,MWT
2001,11,14,M,P,B,3,MWT
2001,9,14,M,P,B,3,MWT
2002,7,14,M,P,B,3,MWT
2002,11,14,M,P,B,3,MWT
2002,10,14,M,P,B,3,MWT
2002,2,14,F,P,B,3,MWT
2002,13,14,M,P,B,3,MWT
2003,11,14,M,P,B,3,MWT
2003,9,14,M,P,B,3,MWT
2003,2,14,F,P,B,3,MWT
2004,2,14,F,P,B,3,MWT
2004,9,14,M,P,B,3,MWT
2004,10,14,M,P,B,3,MWT
2004,11,14,M,P,B,3,MWT
2004,13,14,M,P,B,3,MWT
2005,2,14,F,P,B,3,MWT
2006,15,14,M,P,B,3,MWT
2007,14,14,F,P,B,3,MWT
2007,15,14,F,P,B,3,MWT
2007,15,14,M,P,B,3,MWT
2007,14,14,M,P,B,3,MWT
2008,14,14,M,P,B,3,MWT
2008,13,14,F,P,B,3,MWT
2008,12,14,F,P,B,3,MWT
2009,11,14,F,P,B,3,MWT
2009,8,14,F,P,B,3,MWT
2009,12,14,F,P,B,3,MWT
2009,13,14,F,P,B,3,MWT
2009,15,14,M,P,B,3,MWT
2010,15,14,M,P,B,3,MWT
2010,14,14,M,P,B,3,MWT
2010,13,14,F,P,B,3,MWT
2010,12,14,F,P,B,3,MWT
1994,2,14,F,P,B,3,MWT
1995,2,14,M,P,B,3,MWT
1996,2,14,M,P,B,3,MWT
1998,2,14,M,P,B,3,MWT
1999,2,14,M,P,B,3,MWT
2000,8,14,F,P,B,3,MWT
2000,10,14,M,P,B,3,MWT
2001,15,14,M,P,B,3,MWT
2002,15,14,M,P,B,3,MWT
2003,5,14,F,P,B,3,MWT
2003,7,14,F,P,B,3,MWT
2003,8,14,F,P,B,3,MWT
2003,14,14,M,P,B,3,MWT
2004,14,14,M,P,B,3,MWT
2004,15,14,M,P,B,3,MWT
2004,8,14,F,P,B,3,MWT
2004,7,14,F,P,B,3,MWT
2005,5,14,F,P,B,3,MWT
2005,9,14,F,P,B,3,MWT
2005,11,14,F,P,B,3,MWT
2005,15,14,M,P,B,3,MWT
2005,14,14,M,P,B,3,MWT
2008,15,14,F,P,B,3,MWT
2008,14,14,F,P,B,3,MWT
2009,15,14,F,P,B,3,MWT
2010,14,14,F,P,B,3,MWT
1999,11,14,M,P,B,3,MWT
1999,9,14,F,P,B,3,MWT
1999,7,14,F,P,B,3,MWT
2000,15,14,M,P,B,3,MWT
1993,2,14,M,P,B,3,MWT
2004,15,14,F,P,B,3,MWT
2004,13,14,F,P,B,3,MWT
2005,13,14,F,P,B,3,MWT
1992,12,14,M,P,B,3,MWT
1992,11,14,M,P,B,3,MWT
1992,9,14,M,P,B,3,MWT
1992,8,14,M,P,B,3,MWT
1993,11,14,M,P,B,3,MWT
1993,12,14,M,P,B,3,MWT
1994,11,14,M,P,B,3,MWT
1994,12,14,M,P,B,3,MWT
1994,8,14,F,P,B,3,MWT
1994,7,14,F,P,B,3,MWT
1995,6,14,M,P,B,3,MWT
1996,12,14,M,P,B,3,MWT
1996,6,14,M,P,B,3,MWT
1997,6,14,M,P,B,3,MWT
1997,5,14,M,P,B,3,MWT
1997,3,14,M,P,B,3,MWT
1997,11,14,M,P,B,3,MWT
1998,10,14,M,P,B,3,MWT
1998,7,14,M,P,B,3,MWT
1999,6,14,M,P,B,3,MWT
1995,2,14,F,P,B,3,MWT
1995,8,14,F,P,B,3,MWT
1995,7,14,F,P,B,3,MWT
1996,7,14,F,P,B,3,MWT
1996,9,14,F,P,B,3,MWT
1996,8,14,F,P,B,3,MWT
1996,2,14,F,P,B,3,MWT
1997,2,14,F,P,B,3,MWT
1997,8,14,F,P,B,3,MWT
1997,9,14,F,P,B,3,MWT
1997,7,14,F,P,B,3,MWT
1997,6,14,F,P,B,3,MWT
1997,5,14,F,P,B,3,MWT
1998,7,14,F,P,B,3,MWT
1998,8,14,F,P,B,3,MWT
1999,2,14,F,P,B,3,MWT
2003,15,14,F,P,B,3,MWT
1993,14,14,M,P,B,3,MWT
1994,12,14,F,P,B,3,MWT
1995,12,14,F,P,B,3,MWT
1995,13,14,M,P,B,3,MWT
1995,14,14,M,P,B,3,MWT
1995,15,14,M,P,B,3,MWT
1996,12,14,F,P,B,3,MWT
1996,11,14,F,P,B,3,MWT
1997,12,14,F,P,B,3,MWT
1998,12,14,F,P,B,3,MWT
1999,13,14,M,P,B,3,MWT
1999,15,14,M,P,B,3,MWT
1997,15,14,F,P,B,3,MWT
1992,7,14,F,P,B,3,MWT
1993,8,14,F,P,B,3,MWT
1994,15,14,F,P,B,3,MWT
1995,13,14,F,P,B,3,MWT
2006,4,15,M,P,B,3,MWT
2007,4,15,M,P,B,3,MWT
2007,5,15,M,P,B,3,MWT
2008,3,15,M,P,B,3,MWT
2009,2,15,F,P,B,3,MWT
2009,3,15,M,P,B,3,MWT
2009,4,15,F,P,B,3,MWT
2010,5,15,M,P,B,3,MWT
2010,4,15,M,P,B,3,MWT
2010,2,15,F,P,B,3,MWT
2011,2,15,F,P,B,3,MWT
2011,3,15,M,P,B,3,MWT
2011,4,15,F,P,B,3,MWT
2011,5,15,F,P,B,3,MWT
2011,5,15,M,P,B,3,MWT
2012,4,15,F,P,B,3,MWT
2012,4,15,M,P,B,3,MWT
2012,2,15,F,P,B,3,MWT
2001,4,15,M,P,B,3,MWT
2002,3,15,M,P,B,3,MWT
2002,4,15,M,P,B,3,MWT
2002,2,15,F,P,B,3,MWT
2003,5,15,M,P,B,3,MWT
2003,4,15,M,P,B,3,MWT
2004,5,15,M,P,B,3,MWT
2004,4,15,M,P,B,3,MWT
2004,4,15,F,P,B,3,MWT
2004,2,15,F,P,B,3,MWT
2005,2,15,F,P,B,3,MWT
2005,4,15,F,P,B,3,MWT
2005,3,15,M,P,B,3,MWT
2005,4,15,M,P,B,3,MWT
2005,5,15,M,P,B,3,MWT
2006,5,15,M,P,B,3,MWT
2006,4,15,F,P,B,3,MWT
2006,2,15,F,P,B,3,MWT
2008,4,15,F,P,B,3,MWT
2008,2,15,F,P,B,3,MWT
2001,3,15,M,P,B,3,MWT
2009,7,15,F,P,B,3,MWT
2009,9,15,M,P,B,3,MWT
2009,10,15,M,P,B,3,MWT
2009,11,15,M,P,B,3,MWT
2009,11,15,F,P,B,3,MWT
2009,12,15,F,P,B,3,MWT
2009,13,15,F,P,B,3,MWT
2009,14,15,F,P,B,3,MWT
2009,15,15,F,P,B,3,MWT
2010,13,15,F,P,B,3,MWT
2010,11,15,M,P,B,3,MWT
2010,10,15,M,P,B,3,MWT
2010,8,15,F,P,B,3,MWT
2010,7,15,F,P,B,3,MWT
2010,6,15,M,P,B,3,MWT
2011,6,15,M,P,B,3,MWT
2011,7,15,F,P,B,3,MWT
2011,9,15,F,P,B,3,MWT
2011,10,15,M,P,B,3,MWT
2011,12,15,F,P,B,3,MWT
2011,13,15,F,P,B,3,MWT
2011,14,15,F,P,B,3,MWT
2011,15,15,F,P,B,3,MWT
2011,15,15,M,P,B,3,MWT
2012,15,15,M,P,B,3,MWT
2012,15,15,F,P,B,3,MWT
2012,14,15,M,P,B,3,MWT
2012,13,15,F,P,B,3,MWT
2012,12,15,F,P,B,3,MWT
2012,12,15,M,P,B,3,MWT
2012,11,15,M,P,B,3,MWT
2012,8,15,F,P,B,3,MWT
2012,7,15,F,P,B,3,MWT
2006,6,15,M,P,B,3,MWT
2007,6,15,M,P,B,3,MWT
2007,9,15,M,P,B,3,MWT
2007,7,15,F,P,B,3,MWT
2007,11,15,F,P,B,3,MWT
2008,13,15,F,P,B,3,MWT
2008,12,15,F,P,B,3,MWT
2008,10,15,M,P,B,3,MWT
2008,11,15,M,P,B,3,MWT
2008,9,15,M,P,B,3,MWT
2008,6,15,M,P,B,3,MWT
2009,6,15,F,P,B,3,MWT
2009,6,15,M,P,B,3,MWT
1996,4,15,M,P,B,3,MWT
1997,4,15,M,P,B,3,MWT
1998,4,15,M,P,B,3,MWT
1998,2,15,F,P,B,3,MWT
1999,3,15,M,P,B,3,MWT
1999,4,15,M,P,B,3,MWT
2000,5,15,F,P,B,3,MWT
2000,4,15,F,P,B,3,MWT
2000,2,15,F,P,B,3,MWT
2000,4,15,M,P,B,3,MWT
2007,15,15,F,P,B,3,MWT
2008,14,15,F,P,B,3,MWT
2004,11,15,F,P,B,3,MWT
2004,12,15,F,P,B,3,MWT
2004,8,15,F,P,B,3,MWT
2004,5,15,F,P,B,3,MWT
2004,15,15,M,P,B,3,MWT
2004,10,15,M,P,B,3,MWT
2004,6,15,M,P,B,3,MWT
2005,6,15,M,P,B,3,MWT
2005,11,15,M,P,B,3,MWT
2005,14,15,M,P,B,3,MWT
2005,6,15,F,P,B,3,MWT
2005,7,15,F,P,B,3,MWT
2005,8,15,F,P,B,3,MWT
2005,12,15,F,P,B,3,MWT
2005,13,15,F,P,B,3,MWT
2006,16,15,M,P,B,3,MWT
2006,14,15,M,P,B,3,MWT
2006,9,15,M,P,B,3,MWT
2007,10,15,M,P,B,3,MWT
1992,2,15,M,P,B,3,MWT
1993,2,15,F,P,B,3,MWT
1993,3,15,M,P,B,3,MWT
1994,2,15,F,P,B,3,MWT
1995,2,15,F,P,B,3,MWT
1995,4,15,M,P,B,3,MWT
1996,12,15,F,P,B,3,MWT
1996,11,15,M,P,B,3,MWT
1996,10,15,M,P,B,3,MWT
1996,8,15,F,P,B,3,MWT
1996,7,15,F,P,B,3,MWT
1996,6,15,M,P,B,3,MWT
1996,5,15,M,P,B,3,MWT
1997,5,15,M,P,B,3,MWT
1997,6,15,F,P,B,3,MWT
1997,7,15,F,P,B,3,MWT
1997,8,15,F,P,B,3,MWT
1997,10,15,M,P,B,3,MWT
1997,13,15,M,P,B,3,MWT
1997,12,15,M,P,B,3,MWT
1998,13,15,F,P,B,3,MWT
1998,11,15,F,P,B,3,MWT
1998,11,15,M,P,B,3,MWT
1998,10,15,M,P,B,3,MWT
1998,8,15,F,P,B,3,MWT
1998,7,15,F,P,B,3,MWT
1998,6,15,M,P,B,3,MWT
1999,9,15,M,P,B,3,MWT
1999,8,15,F,P,B,3,MWT
1999,10,15,M,P,B,3,MWT
1999,11,15,M,P,B,3,MWT
1999,10,15,F,P,B,3,MWT
1999,13,15,F,P,B,3,MWT
2000,11,15,M,P,B,3,MWT
2000,11,15,F,P,B,3,MWT
2000,10,15,F,P,B,3,MWT
2000,10,15,M,P,B,3,MWT
2000,9,15,F,P,B,3,MWT
2000,8,15,F,P,B,3,MWT
2000,6,15,F,P,B,3,MWT
2000,5,15,M,P,B,3,MWT
2001,5,15,M,P,B,3,MWT
2001,6,15,M,P,B,3,MWT
2001,10,15,M,P,B,3,MWT
2001,11,15,M,P,B,3,MWT
2002,13,15,F,P,B,3,MWT
2002,10,15,M,P,B,3,MWT
2002,8,15,F,P,B,3,MWT
2002,7,15,F,P,B,3,MWT
2002,14,15,M,P,B,3,MWT
2002,6,15,M,P,B,3,MWT
2003,8,15,F,P,B,3,MWT
2003,10,15,M,P,B,3,MWT
1992,7,15,F,P,B,3,MWT
1992,7,15,M,P,B,3,MWT
1992,8,15,F,P,B,3,MWT
1992,6,15,F,P,B,3,MWT
1992,5,15,M,P,B,3,MWT
1993,6,15,F,P,B,3,MWT
1993,4,15,M,P,B,3,MWT
1993,8,15,F,P,B,3,MWT
1994,8,15,F,P,B,3,MWT
1994,7,15,F,P,B,3,MWT
1994,6,15,F,P,B,3,MWT
1994,5,15,M,P,B,3,MWT
1994,6,15,M,P,B,3,MWT
1995,6,15,F,P,B,3,MWT
1995,7,15,F,P,B,3,MWT
1995,9,15,M,P,B,3,MWT
1995,10,15,M,P,B,3,MWT
1995,8,15,F,P,B,3,MWT
1996,14,15,M,P,B,3,MWT
1996,15,15,M,P,B,3,MWT
1997,15,15,M,P,B,3,MWT
1997,14,15,M,P,B,3,MWT
1998,14,15,M,P,B,3,MWT
1998,15,15,F,P,B,3,MWT
1998,15,15,M,P,B,3,MBH
1999,15,15,M,P,B,3,MBH
1999,15,15,F,P,B,3,MBH
1999,14,15,M,P,B,3,MBH
2001,8,15,F,P,B,3,MBH
2001,6,15,F,P,B,3,MBH
2001,15,15,M,P,B,3,MBH
2001,14,15,M,P,B,3,MBH
2002,14,15,F,P,B,3,MBH
2002,15,15,F,P,B,3,MBH
2003,15,15,M,P,B,3,MBH
2003,15,15,F,P,B,3,MBH
2004,15,15,F,P,B,3,MBH
2004,14,15,F,P,B,3,MBH
1992,15,15,M,P,B,3,MBH
1992,13,15,M,P,B,3,MBH
1992,12,15,M,P,B,3,MBH
1993,11,15,M,P,B,3,MBH
1993,12,15,M,P,B,3,MBH
1993,13,15,F,P,B,3,MBH
1993,14,15,M,P,B,3,MBH
1993,15,15,M,P,B,3,MBH
1994,15,15,M,P,B,3,MBH
1994,15,15,F,P,B,3,MBH
1994,13,15,M,P,B,3,MBH
1994,13,15,F,P,B,3,MBH
1994,12,15,M,P,B,3,MBH
1995,11,15,M,P,B,3,MBH
1995,10,15,F,P,B,3,MBH
1995,12,15,F,P,B,3,MBH
1995,14,15,M,P,B,3,MBH
1995,13,15,M,P,B,3,MBH
1995,15,15,M,P,B,3,MBH
2011,2,16,F,P,B,3,MBH
2011,5,16,M,P,B,3,MBH
2012,5,16,M,P,B,3,MBH
2012,4,16,F,P,B,3,MBH
2012,3,16,M,P,B,3,MBH
2012,2,16,F,P,B,3,MBH
2011,6,16,M,P,B,3,MBH
2011,7,16,F,P,B,3,MBH
2011,8,16,F,P,B,3,MBH
2011,9,16,M,P,B,3,MBH
